inning_number,half,out,runner_on_1b,runner_on_2b,runner_on_3b,score_diff,total_games,home_wins,win_expectancy
5,top,3,1,0,0,-3,44,7,0.1590909090909091
5,top,3,1,1,0,1,43,29,0.6744186046511628
5,top,3,0,0,0,-5,42,4,0.09523809523809523
5,top,3,0,1,0,-2,39,5,0.1282051282051282
5,top,3,0,1,0,1,39,23,0.5897435897435898
5,top,3,1,1,0,-3,39,9,0.23076923076923078
5,top,3,0,1,0,-3,38,3,0.07894736842105263
5,top,3,1,1,0,-2,38,7,0.18421052631578946
5,top,3,0,0,1,0,36,12,0.3333333333333333
5,top,3,1,1,0,2,35,24,0.6857142857142857
5,top,3,1,0,0,4,33,29,0.8787878787878788
5,top,3,0,1,0,-4,31,4,0.12903225806451613
5,top,3,1,0,0,-4,31,3,0.0967741935483871
5,top,3,0,1,0,2,29,24,0.8275862068965517
5,top,3,1,0,1,1,26,22,0.8461538461538461
5,top,3,0,0,1,-2,25,4,0.16
5,top,3,1,0,0,-5,25,0,0.0
5,top,3,1,1,0,3,25,21,0.84
5,top,3,1,0,1,-1,24,7,0.2916666666666667
5,top,3,0,1,1,-1,23,5,0.21739130434782608
5,top,3,1,0,1,-2,22,3,0.13636363636363635
5,top,3,0,0,1,-1,18,5,0.2777777777777778
5,top,3,0,1,0,3,18,17,0.9444444444444444
5,top,3,1,1,1,-1,18,6,0.3333333333333333
5,top,3,0,0,1,-3,17,3,0.17647058823529413
5,top,3,0,1,1,-2,17,5,0.29411764705882354
5,top,3,0,1,1,1,17,14,0.8235294117647058
5,top,3,0,1,0,5,16,16,1.0
5,top,3,1,1,0,-4,16,1,0.0625
5,top,3,1,1,1,-2,16,5,0.3125
5,top,3,1,1,1,1,16,9,0.5625
5,top,3,0,0,1,-4,15,4,0.26666666666666666
5,top,3,0,0,1,1,15,9,0.6
5,top,3,1,0,0,5,15,13,0.8666666666666667
5,top,3,1,0,1,0,15,9,0.6
5,top,3,0,1,1,0,14,6,0.42857142857142855
5,top,3,1,1,0,5,14,13,0.9285714285714286
5,top,3,1,0,1,-3,13,0,0.0
5,top,3,1,1,1,2,13,9,0.6923076923076923
5,top,3,0,0,1,3,12,11,0.9166666666666666
5,top,3,0,1,0,-5,12,0,0.0
5,top,3,0,1,0,4,12,12,1.0
5,top,3,1,1,0,4,12,11,0.9166666666666666
5,top,3,1,1,1,0,12,7,0.5833333333333334
5,top,3,0,0,1,2,11,8,0.7272727272727273
5,top,3,0,1,1,-4,11,0,0.0
5,top,3,1,0,1,-5,11,0,0.0
5,top,3,0,0,1,-5,10,0,0.0
5,top,3,1,1,0,-5,10,1,0.1
5,top,3,1,0,1,3,9,7,0.7777777777777778
5,top,3,1,1,1,-4,9,2,0.2222222222222222
5,top,3,0,1,1,-5,8,0,0.0
5,top,3,1,0,1,2,8,7,0.875
5,top,3,1,1,1,-3,8,3,0.375
5,top,3,1,0,1,4,7,6,0.8571428571428571
5,top,3,1,1,1,3,7,6,0.8571428571428571
5,top,3,0,1,1,-3,6,0,0.0
5,top,3,0,1,1,2,6,5,0.8333333333333334
5,top,3,1,0,1,-4,6,1,0.16666666666666666
5,top,3,1,1,1,4,6,6,1.0
5,top,3,1,1,1,5,6,6,1.0
5,top,3,0,0,1,4,4,4,1.0
5,top,3,0,1,1,4,4,3,0.75
5,top,3,1,0,1,5,4,4,1.0
5,top,3,0,1,1,3,3,3,1.0
5,top,3,0,0,1,5,2,2,1.0
5,top,3,1,1,1,-5,2,1,0.5
5,top,3,0,1,1,5,1,1,1.0
6,bot,0,1,0,0,-1,134,51,0.3805970149253731
6,bot,0,1,0,0,0,117,66,0.5641025641025641
6,bot,0,1,0,0,1,114,82,0.7192982456140351
6,bot,0,1,0,0,-2,106,31,0.29245283018867924
6,bot,0,1,0,0,2,105,87,0.8285714285714286
6,bot,0,1,0,0,3,69,64,0.927536231884058
6,bot,0,1,0,0,-3,61,15,0.2459016393442623
6,bot,0,1,0,0,-5,56,3,0.05357142857142857
6,bot,0,1,0,0,4,54,52,0.9629629629629629
6,bot,0,1,0,0,-4,53,6,0.11320754716981132
6,bot,0,1,0,0,5,40,40,1.0
6,bot,0,1,1,0,-1,39,15,0.38461538461538464
6,bot,0,1,1,0,-2,37,18,0.4864864864864865
6,bot,0,0,0,0,1,29,21,0.7241379310344828
6,bot,0,0,0,0,2,29,23,0.7931034482758621
6,bot,0,1,1,0,0,29,19,0.6551724137931034
6,bot,0,0,0,0,-1,26,14,0.5384615384615384
6,bot,0,0,0,0,-2,25,6,0.24
6,bot,0,0,0,0,0,24,13,0.5416666666666666
6,bot,0,0,1,0,1,23,19,0.8260869565217391
6,bot,0,0,1,0,2,23,20,0.8695652173913043
6,bot,0,1,1,0,1,23,18,0.782608695652174
6,bot,0,0,1,0,0,21,13,0.6190476190476191
6,bot,0,0,0,0,3,20,16,0.8
6,bot,0,1,1,0,2,20,19,0.95
6,bot,0,0,1,0,-1,19,7,0.3684210526315789
6,bot,0,0,1,0,3,19,18,0.9473684210526315
6,bot,0,1,1,0,-3,19,5,0.2631578947368421
6,bot,0,0,0,0,4,18,18,1.0
6,bot,0,1,1,0,-4,18,2,0.1111111111111111
6,bot,0,1,1,0,3,15,14,0.9333333333333333
6,bot,0,1,1,1,-1,15,10,0.6666666666666666
6,bot,0,0,0,0,-3,14,3,0.21428571428571427
6,bot,0,0,1,0,-2,14,5,0.35714285714285715
6,bot,0,1,1,0,-5,14,0,0.0
6,bot,0,1,0,1,1,13,13,1.0
6,bot,0,0,1,0,-3,12,4,0.3333333333333333
6,bot,0,0,0,0,-5,11,0,0.0
6,bot,0,1,1,1,-2,11,7,0.6363636363636364
6,bot,0,1,0,1,-3,10,5,0.5
6,bot,0,1,1,0,4,10,10,1.0
6,bot,0,1,1,1,0,10,7,0.7
6,bot,0,0,0,0,5,9,9,1.0
6,bot,0,0,1,0,-5,9,2,0.2222222222222222
6,bot,0,0,1,0,4,9,9,1.0
6,bot,0,1,0,1,-2,9,3,0.3333333333333333
6,bot,0,1,0,1,0,9,6,0.6666666666666666
6,bot,0,1,0,1,3,9,9,1.0
6,bot,0,0,1,1,-1,8,5,0.625
6,bot,0,1,0,1,4,8,8,1.0
6,bot,0,1,1,1,-3,8,3,0.375
6,bot,0,1,0,1,-5,7,2,0.2857142857142857
6,bot,0,1,0,1,2,7,4,0.5714285714285714
6,bot,0,1,1,0,5,7,7,1.0
6,bot,0,0,1,0,-4,6,0,0.0
6,bot,0,0,1,0,5,6,6,1.0
6,bot,0,0,1,1,-3,6,2,0.3333333333333333
6,bot,0,0,1,1,2,6,6,1.0
6,bot,0,0,1,1,0,5,4,0.8
6,bot,0,0,1,1,3,5,5,1.0
6,bot,0,1,0,1,-1,5,4,0.8
6,bot,0,1,0,1,5,5,5,1.0
6,bot,0,1,1,1,-5,5,0,0.0
6,bot,0,1,1,1,1,5,5,1.0
6,bot,0,0,0,1,-1,4,2,0.5
6,bot,0,0,0,1,3,4,4,1.0
6,bot,0,1,1,1,-4,4,0,0.0
6,bot,0,1,1,1,2,4,3,0.75
6,bot,0,0,0,0,-4,3,1,0.3333333333333333
6,bot,0,0,1,1,-2,3,2,0.6666666666666666
6,bot,0,1,0,1,-4,3,0,0.0
6,bot,0,1,1,1,3,3,3,1.0
6,bot,0,1,1,1,4,3,3,1.0
6,bot,0,0,0,1,-3,2,1,0.5
6,bot,0,0,0,1,2,2,1,0.5
6,bot,0,0,0,1,4,2,2,1.0
6,bot,0,0,1,1,4,2,2,1.0
6,bot,0,0,1,1,5,2,2,1.0
6,bot,0,0,0,1,0,1,1,1.0
6,bot,0,0,0,1,1,1,1,1.0
6,bot,0,0,1,1,-5,1,0,0.0
6,bot,0,0,1,1,-4,1,0,0.0
6,bot,0,1,1,1,5,1,1,1.0
6,bot,1,0,0,0,0,356,152,0.42696629213483145
6,bot,1,0,0,0,-1,337,89,0.26409495548961426
6,bot,1,0,0,0,1,282,174,0.6170212765957447
6,bot,1,0,0,0,-2,275,44,0.16
6,bot,1,0,0,0,2,244,200,0.819672131147541
6,bot,1,0,0,0,-3,199,24,0.12060301507537688
6,bot,1,0,0,0,3,160,135,0.84375
6,bot,1,1,0,0,0,145,75,0.5172413793103449
6,bot,1,0,0,0,4,135,128,0.9481481481481482
6,bot,1,0,0,0,-4,132,5,0.03787878787878788
6,bot,1,1,0,0,-1,128,45,0.3515625
6,bot,1,1,0,0,1,117,79,0.6752136752136753
6,bot,1,1,0,0,-2,113,19,0.168141592920354
6,bot,1,1,0,0,2,110,85,0.7727272727272727
6,bot,1,0,0,0,-5,107,0,0.0
6,bot,1,0,0,0,5,91,87,0.9560439560439561
6,bot,1,1,0,0,3,82,69,0.8414634146341463
6,bot,1,1,0,0,4,71,68,0.9577464788732394
6,bot,1,1,0,0,-3,66,9,0.13636363636363635
6,bot,1,1,1,0,0,60,43,0.7166666666666667
6,bot,1,0,1,0,1,58,40,0.6896551724137931
6,bot,1,1,0,0,-5,55,0,0.0
6,bot,1,1,1,0,-1,52,23,0.4423076923076923
6,bot,1,0,1,0,2,51,41,0.803921568627451
6,bot,1,1,1,0,-2,51,14,0.27450980392156865
6,bot,1,0,1,0,-1,50,15,0.3
6,bot,1,0,1,0,0,49,22,0.4489795918367347
6,bot,1,1,1,0,2,49,37,0.7551020408163265
6,bot,1,1,0,0,-4,46,3,0.06521739130434782
6,bot,1,1,1,0,1,46,41,0.8913043478260869
6,bot,1,1,0,0,5,39,39,1.0
6,bot,1,0,1,0,3,33,30,0.9090909090909091
6,bot,1,1,1,0,4,33,33,1.0
6,bot,1,1,1,0,3,28,27,0.9642857142857143
6,bot,1,1,1,0,-3,27,8,0.2962962962962963
6,bot,1,1,1,1,0,27,20,0.7407407407407407
6,bot,1,1,0,1,0,26,18,0.6923076923076923
6,bot,1,1,1,1,1,24,21,0.875
6,bot,1,0,1,0,-2,23,8,0.34782608695652173
6,bot,1,1,1,1,2,23,21,0.9130434782608695
6,bot,1,1,0,1,1,22,16,0.7272727272727273
6,bot,1,1,1,0,5,22,21,0.9545454545454546
6,bot,1,0,1,0,-3,21,4,0.19047619047619047
6,bot,1,1,1,1,-1,20,11,0.55
6,bot,1,0,1,0,4,19,17,0.8947368421052632
6,bot,1,1,1,0,-4,19,1,0.05263157894736842
6,bot,1,1,1,1,-2,19,10,0.5263157894736842
6,bot,1,0,1,1,0,18,12,0.6666666666666666
6,bot,1,1,0,1,-2,18,5,0.2777777777777778
6,bot,1,1,0,1,-1,18,7,0.3888888888888889
6,bot,1,0,1,0,5,17,17,1.0
6,bot,1,0,1,1,1,17,15,0.8823529411764706
6,bot,1,1,0,1,2,17,16,0.9411764705882353
6,bot,1,1,0,1,3,17,17,1.0
6,bot,1,0,0,1,2,16,14,0.875
6,bot,1,0,1,1,-1,16,5,0.3125
6,bot,1,0,1,1,2,16,14,0.875
6,bot,1,0,0,1,0,15,9,0.6
6,bot,1,0,1,0,-4,15,0,0.0
6,bot,1,1,0,1,5,15,15,1.0
6,bot,1,1,1,0,-5,15,0,0.0
6,bot,1,1,1,1,3,15,13,0.8666666666666667
6,bot,1,0,1,1,4,13,13,1.0
6,bot,1,1,1,1,4,13,13,1.0
6,bot,1,1,0,1,-3,12,1,0.08333333333333333
6,bot,1,0,0,1,1,10,8,0.8
6,bot,1,0,1,0,-5,10,0,0.0
6,bot,1,0,1,1,-2,10,5,0.5
6,bot,1,1,1,1,5,10,10,1.0
6,bot,1,0,0,1,-1,9,3,0.3333333333333333
6,bot,1,0,0,1,3,9,9,1.0
6,bot,1,0,1,1,3,9,8,0.8888888888888888
6,bot,1,1,0,1,-5,9,0,0.0
6,bot,1,0,0,1,5,8,8,1.0
6,bot,1,0,1,1,-3,8,2,0.25
6,bot,1,1,0,1,4,8,8,1.0
6,bot,1,1,1,1,-5,8,0,0.0
6,bot,1,1,1,1,-4,8,0,0.0
6,bot,1,0,0,1,-2,7,1,0.14285714285714285
6,bot,1,0,0,1,4,7,7,1.0
6,bot,1,0,1,1,5,7,7,1.0
6,bot,1,0,0,1,-5,6,1,0.16666666666666666
6,bot,1,1,1,1,-3,6,1,0.16666666666666666
6,bot,1,0,0,1,-3,5,1,0.2
6,bot,1,1,0,1,-4,5,0,0.0
6,bot,1,0,1,1,-4,4,0,0.0
6,bot,1,0,0,1,-4,3,1,0.3333333333333333
6,bot,1,0,1,1,-5,3,0,0.0
6,bot,2,0,0,0,-1,262,62,0.2366412213740458
6,bot,2,0,0,0,0,258,94,0.3643410852713178
6,bot,2,0,0,0,1,233,139,0.5965665236051502
6,bot,2,0,0,0,-2,215,36,0.16744186046511628
6,bot,2,0,0,0,2,192,160,0.8333333333333334
6,bot,2,0,0,0,-3,158,18,0.11392405063291139
6,bot,2,1,0,0,-1,141,33,0.23404255319148937
6,bot,2,0,0,0,3,133,114,0.8571428571428571
6,bot,2,1,0,0,0,127,48,0.3779527559055118
6,bot,2,0,0,0,-4,121,6,0.049586776859504134
6,bot,2,1,0,0,1,120,73,0.6083333333333333
6,bot,2,1,0,0,2,115,91,0.7913043478260869
6,bot,2,1,0,0,-2,113,18,0.1592920353982301
6,bot,2,0,0,0,4,104,100,0.9615384615384616
6,bot,2,1,0,0,3,89,75,0.8426966292134831
6,bot,2,0,0,0,5,87,82,0.9425287356321839
6,bot,2,0,0,0,-5,82,1,0.012195121951219513
6,bot,2,1,1,0,0,78,35,0.44871794871794873
6,bot,2,1,1,0,1,75,48,0.64
6,bot,2,0,1,0,1,70,38,0.5428571428571428
6,bot,2,1,0,0,-3,66,5,0.07575757575757576
6,bot,2,1,0,0,4,65,60,0.9230769230769231
6,bot,2,1,1,0,-1,64,24,0.375
6,bot,2,1,1,0,2,62,53,0.8548387096774194
6,bot,2,1,1,0,-2,57,7,0.12280701754385964
6,bot,2,0,1,0,0,55,18,0.32727272727272727
6,bot,2,1,0,0,-4,54,2,0.037037037037037035
6,bot,2,1,0,0,5,54,52,0.9629629629629629
6,bot,2,0,1,0,2,51,42,0.8235294117647058
6,bot,2,1,1,0,3,44,40,0.9090909090909091
6,bot,2,0,1,0,3,43,39,0.9069767441860465
6,bot,2,1,0,0,-5,43,0,0.0
6,bot,2,0,1,0,-1,42,10,0.23809523809523808
6,bot,2,1,1,0,4,42,39,0.9285714285714286
6,bot,2,0,1,0,-2,40,6,0.15
6,bot,2,1,1,0,-3,36,2,0.05555555555555555
6,bot,2,0,0,1,0,29,13,0.4482758620689655
6,bot,2,1,0,1,-1,29,7,0.2413793103448276
6,bot,2,0,0,1,2,28,22,0.7857142857142857
6,bot,2,0,1,0,-3,27,5,0.18518518518518517
6,bot,2,1,0,1,0,27,17,0.6296296296296297
6,bot,2,1,1,1,-1,27,8,0.2962962962962963
6,bot,2,0,0,1,-1,25,5,0.2
6,bot,2,0,1,0,4,25,21,0.84
6,bot,2,1,0,1,3,25,24,0.96
6,bot,2,1,0,1,2,24,22,0.9166666666666666
6,bot,2,1,1,0,5,24,24,1.0
6,bot,2,1,1,1,1,24,17,0.7083333333333334
6,bot,2,1,1,1,2,24,21,0.875
6,bot,2,1,1,1,3,24,23,0.9583333333333334
6,bot,2,1,0,1,1,23,17,0.7391304347826086
6,bot,2,0,0,1,1,22,12,0.5454545454545454
6,bot,2,1,1,1,0,22,12,0.5454545454545454
6,bot,2,1,0,1,5,21,20,0.9523809523809523
6,bot,2,0,1,0,-4,19,1,0.05263157894736842
6,bot,2,0,1,1,0,19,10,0.5263157894736842
6,bot,2,1,0,1,-2,19,6,0.3157894736842105
6,bot,2,0,0,1,3,18,16,0.8888888888888888
6,bot,2,1,1,1,-2,18,4,0.2222222222222222
6,bot,2,0,0,1,-2,17,4,0.23529411764705882
6,bot,2,0,1,1,2,17,12,0.7058823529411765
6,bot,2,1,1,0,-5,17,0,0.0
6,bot,2,0,1,1,1,16,13,0.8125
6,bot,2,1,0,1,-5,16,0,0.0
6,bot,2,1,1,0,-4,16,1,0.0625
6,bot,2,0,0,1,5,15,15,1.0
6,bot,2,1,0,1,-3,15,2,0.13333333333333333
6,bot,2,1,1,1,5,15,15,1.0
6,bot,2,0,1,0,5,14,14,1.0
6,bot,2,0,1,1,-1,14,5,0.35714285714285715
6,bot,2,1,0,1,4,14,12,0.8571428571428571
6,bot,2,0,0,1,4,12,12,1.0
6,bot,2,1,1,1,4,12,11,0.9166666666666666
6,bot,2,0,0,1,-4,11,0,0.0
6,bot,2,0,1,1,-2,10,2,0.2
6,bot,2,1,1,1,-5,10,0,0.0
6,bot,2,1,1,1,-4,10,0,0.0
6,bot,2,0,0,1,-5,9,0,0.0
6,bot,2,0,1,0,-5,9,0,0.0
6,bot,2,0,1,1,3,8,8,1.0
6,bot,2,0,1,1,4,8,8,1.0
6,bot,2,0,1,1,5,8,8,1.0
6,bot,2,1,0,1,-4,8,0,0.0
6,bot,2,0,0,1,-3,6,1,0.16666666666666666
6,bot,2,0,1,1,-3,6,1,0.16666666666666666
6,bot,2,1,1,1,-3,6,1,0.16666666666666666
6,bot,2,0,1,1,-4,5,0,0.0
6,bot,2,0,1,1,-5,4,0,0.0
6,bot,3,0,0,0,0,187,69,0.3689839572192513
6,bot,3,0,0,0,-1,177,42,0.23728813559322035
6,bot,3,0,0,0,1,161,90,0.5590062111801242
6,bot,3,0,0,0,2,136,109,0.8014705882352942
6,bot,3,0,0,0,-2,131,15,0.11450381679389313
6,bot,3,0,0,0,-3,113,9,0.07964601769911504
6,bot,3,0,0,0,3,98,82,0.8367346938775511
6,bot,3,1,0,0,-1,76,15,0.19736842105263158
6,bot,3,0,0,0,-4,75,5,0.06666666666666667
6,bot,3,0,0,0,4,75,72,0.96
6,bot,3,1,0,0,-2,67,8,0.11940298507462686
6,bot,3,1,0,0,0,67,19,0.2835820895522388
6,bot,3,0,0,0,-5,61,0,0.0
6,bot,3,1,0,0,2,61,47,0.7704918032786885
6,bot,3,0,0,0,5,58,55,0.9482758620689655
6,bot,3,0,1,0,1,58,29,0.5
6,bot,3,0,1,0,-1,57,11,0.19298245614035087
6,bot,3,1,0,0,1,57,34,0.5964912280701754
6,bot,3,1,1,0,1,56,34,0.6071428571428571
6,bot,3,1,1,0,0,52,20,0.38461538461538464
6,bot,3,0,1,0,2,45,32,0.7111111111111111
6,bot,3,1,1,0,2,45,37,0.8222222222222222
6,bot,3,1,0,0,3,43,35,0.813953488372093
6,bot,3,1,1,0,-2,41,4,0.0975609756097561
6,bot,3,1,0,0,-4,39,1,0.02564102564102564
6,bot,3,1,0,0,-3,39,5,0.1282051282051282
6,bot,3,1,1,0,-1,38,11,0.2894736842105263
6,bot,3,0,1,0,0,37,14,0.3783783783783784
6,bot,3,1,0,0,4,36,35,0.9722222222222222
6,bot,3,0,1,0,-2,35,4,0.11428571428571428
6,bot,3,0,1,0,3,35,32,0.9142857142857143
6,bot,3,1,0,0,5,31,29,0.9354838709677419
6,bot,3,1,1,0,3,30,27,0.9
6,bot,3,1,1,0,-3,29,1,0.034482758620689655
6,bot,3,1,1,0,4,29,27,0.9310344827586207
6,bot,3,1,0,0,-5,26,0,0.0
6,bot,3,0,0,1,2,24,16,0.6666666666666666
6,bot,3,0,1,0,4,21,19,0.9047619047619048
6,bot,3,0,0,1,1,20,12,0.6
6,bot,3,0,1,0,-4,20,2,0.1
6,bot,3,1,1,1,-1,20,4,0.2
6,bot,3,0,0,1,-1,19,2,0.10526315789473684
6,bot,3,0,0,1,0,18,8,0.4444444444444444
6,bot,3,0,0,1,3,18,18,1.0
6,bot,3,0,1,0,-3,17,1,0.058823529411764705
6,bot,3,1,1,1,1,16,11,0.6875
6,bot,3,0,1,1,-1,15,4,0.26666666666666666
6,bot,3,1,0,1,-5,15,0,0.0
6,bot,3,1,1,1,0,15,5,0.3333333333333333
6,bot,3,0,1,0,5,14,14,1.0
6,bot,3,0,1,1,2,14,9,0.6428571428571429
6,bot,3,1,1,0,5,14,14,1.0
6,bot,3,1,1,1,-2,13,1,0.07692307692307693
6,bot,3,1,1,1,3,13,12,0.9230769230769231
6,bot,3,0,1,1,0,12,4,0.3333333333333333
6,bot,3,1,0,1,-1,12,2,0.16666666666666666
6,bot,3,1,1,1,2,12,10,0.8333333333333334
6,bot,3,0,0,1,-2,11,2,0.18181818181818182
6,bot,3,0,0,1,4,11,10,0.9090909090909091
6,bot,3,0,1,1,1,11,8,0.7272727272727273
6,bot,3,1,0,1,1,11,7,0.6363636363636364
6,bot,3,1,0,1,5,11,11,1.0
6,bot,3,1,0,1,2,10,8,0.8
6,bot,3,1,0,1,0,9,4,0.4444444444444444
6,bot,3,1,0,1,3,9,8,0.8888888888888888
6,bot,3,1,1,0,-5,9,0,0.0
6,bot,3,0,0,1,-4,8,0,0.0
6,bot,3,0,1,1,-2,8,2,0.25
6,bot,3,1,0,1,-2,8,2,0.25
6,bot,3,1,0,1,4,8,6,0.75
6,bot,3,1,1,0,-4,8,0,0.0
6,bot,3,0,0,1,-5,7,0,0.0
6,bot,3,0,0,1,5,7,7,1.0
6,bot,3,0,1,1,-3,7,1,0.14285714285714285
6,bot,3,0,1,1,4,7,7,1.0
6,bot,3,1,0,1,-3,7,0,0.0
6,bot,3,1,1,1,5,7,7,1.0
6,bot,3,0,1,1,3,6,5,0.8333333333333334
6,bot,3,1,0,1,-4,6,0,0.0
6,bot,3,1,1,1,-5,6,0,0.0
6,bot,3,1,1,1,-4,6,0,0.0
6,bot,3,1,1,1,4,6,5,0.8333333333333334
6,bot,3,0,1,0,-5,5,0,0.0
6,bot,3,0,1,1,5,5,5,1.0
6,bot,3,0,0,1,-3,4,0,0.0
6,bot,3,0,1,1,-5,3,0,0.0
6,bot,3,0,1,1,-4,3,0,0.0
6,bot,3,1,1,1,-3,3,0,0.0
6,top,0,1,0,0,1,128,73,0.5703125
6,top,0,1,0,0,-1,127,32,0.25196850393700787
6,top,0,1,0,0,0,125,46,0.368
6,top,0,1,0,0,2,103,76,0.7378640776699029
6,top,0,1,0,0,-2,81,9,0.1111111111111111
6,top,0,1,0,0,3,80,65,0.8125
6,top,0,1,0,0,-3,73,10,0.136986301369863
6,top,0,1,0,0,-4,40,1,0.025
6,top,0,1,0,0,4,37,33,0.8918918918918919
6,top,0,1,1,0,2,34,21,0.6176470588235294
6,top,0,1,1,0,-1,33,9,0.2727272727272727
6,top,0,1,1,0,1,33,19,0.5757575757575758
6,top,0,1,0,0,5,32,29,0.90625
6,top,0,1,0,0,-5,30,0,0.0
6,top,0,0,1,0,1,29,11,0.3793103448275862
6,top,0,1,1,0,0,29,9,0.3103448275862069
6,top,0,1,1,0,-2,27,0,0.0
6,top,0,0,0,0,0,25,10,0.4
6,top,0,0,1,0,0,24,8,0.3333333333333333
6,top,0,0,0,0,-1,21,7,0.3333333333333333
6,top,0,0,0,0,1,20,11,0.55
6,top,0,0,1,0,-2,19,2,0.10526315789473684
6,top,0,0,1,0,2,19,12,0.631578947368421
6,top,0,0,1,0,3,18,16,0.8888888888888888
6,top,0,0,0,0,-2,17,3,0.17647058823529413
6,top,0,1,0,1,1,17,8,0.47058823529411764
6,top,0,0,1,0,-1,16,2,0.125
6,top,0,0,0,0,-3,15,1,0.06666666666666667
6,top,0,0,0,0,2,15,7,0.4666666666666667
6,top,0,0,0,0,3,15,11,0.7333333333333333
6,top,0,1,1,0,-3,15,0,0.0
6,top,0,1,1,0,3,15,11,0.7333333333333333
6,top,0,0,0,0,-4,14,0,0.0
6,top,0,0,1,0,-5,14,1,0.07142857142857142
6,top,0,1,1,1,0,14,5,0.35714285714285715
6,top,0,0,1,0,5,12,11,0.9166666666666666
6,top,0,1,0,1,-2,12,1,0.08333333333333333
6,top,0,1,1,0,-4,12,0,0.0
6,top,0,1,1,1,-2,11,1,0.09090909090909091
6,top,0,1,1,1,2,11,7,0.6363636363636364
6,top,0,1,0,1,-3,10,0,0.0
6,top,0,1,1,0,4,10,7,0.7
6,top,0,1,1,1,-3,10,1,0.1
6,top,0,1,0,1,0,9,2,0.2222222222222222
6,top,0,1,1,0,-5,9,0,0.0
6,top,0,0,1,0,-4,8,0,0.0
6,top,0,0,1,0,-3,8,0,0.0
6,top,0,0,1,0,4,8,7,0.875
6,top,0,0,1,1,-1,8,2,0.25
6,top,0,1,0,1,-1,8,1,0.125
6,top,0,1,0,1,2,8,6,0.75
6,top,0,1,1,1,-1,8,2,0.25
6,top,0,1,1,1,1,8,6,0.75
6,top,0,0,0,0,-5,7,1,0.14285714285714285
6,top,0,0,0,0,4,7,6,0.8571428571428571
6,top,0,0,1,1,0,7,2,0.2857142857142857
6,top,0,1,1,0,5,7,6,0.8571428571428571
6,top,0,1,0,1,3,6,6,1.0
6,top,0,1,1,1,-4,6,0,0.0
6,top,0,0,1,1,2,5,3,0.6
6,top,0,1,0,1,-5,5,1,0.2
6,top,0,1,0,1,4,4,4,1.0
6,top,0,0,0,0,5,3,3,1.0
6,top,0,0,0,1,0,3,1,0.3333333333333333
6,top,0,0,0,1,3,3,2,0.6666666666666666
6,top,0,0,1,1,-4,3,0,0.0
6,top,0,0,1,1,-3,3,1,0.3333333333333333
6,top,0,0,1,1,1,3,1,0.3333333333333333
6,top,0,1,1,1,-5,3,0,0.0
6,top,0,1,1,1,3,3,3,1.0
6,top,0,1,1,1,4,3,3,1.0
6,top,0,0,0,1,-5,2,0,0.0
6,top,0,0,0,1,-3,2,0,0.0
6,top,0,0,0,1,-2,2,2,1.0
6,top,0,0,0,1,2,2,1,0.5
6,top,0,0,1,1,3,2,2,1.0
6,top,0,0,1,1,4,2,2,1.0
6,top,0,0,1,1,5,2,2,1.0
6,top,0,1,0,1,-4,2,0,0.0
6,top,0,1,1,1,5,2,2,1.0
6,top,0,0,0,1,-4,1,0,0.0
6,top,0,0,0,1,1,1,1,1.0
6,top,0,0,1,1,-5,1,0,0.0
6,top,0,0,1,1,-2,1,0,0.0
6,top,0,1,0,1,5,1,0,0.0
6,top,1,0,0,0,0,375,146,0.3893333333333333
6,top,1,0,0,0,-1,327,79,0.2415902140672783
6,top,1,0,0,0,-2,294,57,0.19387755102040816
6,top,1,0,0,0,1,290,171,0.5896551724137931
6,top,1,0,0,0,2,276,212,0.7681159420289855
6,top,1,0,0,0,-3,180,22,0.12222222222222222
6,top,1,0,0,0,3,175,150,0.8571428571428571
6,top,1,1,0,0,0,149,51,0.3422818791946309
6,top,1,1,0,0,-2,138,22,0.15942028985507245
6,top,1,1,0,0,-1,137,36,0.26277372262773724
6,top,1,0,0,0,4,131,121,0.9236641221374046
6,top,1,0,0,0,-4,123,7,0.056910569105691054
6,top,1,1,0,0,1,120,71,0.5916666666666667
6,top,1,0,0,0,5,116,110,0.9482758620689655
6,top,1,1,0,0,2,115,86,0.7478260869565218
6,top,1,1,0,0,3,90,78,0.8666666666666667
6,top,1,0,0,0,-5,83,2,0.024096385542168676
6,top,1,1,0,0,-3,80,11,0.1375
6,top,1,1,1,0,-1,60,7,0.11666666666666667
6,top,1,0,1,0,0,59,23,0.3898305084745763
6,top,1,1,0,0,-4,57,3,0.05263157894736842
6,top,1,1,1,0,0,56,14,0.25
6,top,1,1,0,0,4,54,49,0.9074074074074074
6,top,1,1,1,0,-2,53,5,0.09433962264150944
6,top,1,0,1,0,-1,50,8,0.16
6,top,1,1,0,0,5,50,46,0.92
6,top,1,1,1,0,1,50,27,0.54
6,top,1,1,1,0,2,45,30,0.6666666666666666
6,top,1,1,0,0,-5,43,0,0.0
6,top,1,0,1,0,1,42,19,0.4523809523809524
6,top,1,1,1,0,-3,38,3,0.07894736842105263
6,top,1,0,1,0,-2,37,6,0.16216216216216217
6,top,1,1,1,0,3,31,27,0.8709677419354839
6,top,1,0,1,0,-3,28,2,0.07142857142857142
6,top,1,1,0,1,0,28,9,0.32142857142857145
6,top,1,0,1,0,3,27,21,0.7777777777777778
