inning_number,half,out,runner_on_1b,runner_on_2b,runner_on_3b,score_diff,total_games,home_wins,win_expectancy
3,bot,2,1,0,0,4,48,45,0.9375
3,bot,2,1,1,0,-2,48,11,0.22916666666666666
3,bot,2,0,1,0,-2,44,9,0.20454545454545456
3,bot,2,0,0,0,5,41,35,0.8536585365853658
3,bot,2,1,1,0,-3,40,8,0.2
3,bot,2,1,1,1,0,40,18,0.45
3,bot,2,1,0,0,-4,38,8,0.21052631578947367
3,bot,2,0,0,0,-5,37,4,0.10810810810810811
3,bot,2,0,1,0,3,36,31,0.8611111111111112
3,bot,2,1,0,1,1,36,25,0.6944444444444444
3,bot,2,1,1,1,1,34,23,0.6764705882352942
3,bot,2,1,0,1,-1,33,12,0.36363636363636365
3,bot,2,0,1,0,4,32,25,0.78125
3,bot,2,0,0,1,-1,29,11,0.3793103448275862
3,bot,2,1,1,0,-4,28,6,0.21428571428571427
3,bot,2,1,1,1,-1,28,14,0.5
3,bot,2,0,0,1,1,27,17,0.6296296296296297
3,bot,2,1,0,0,5,27,23,0.8518518518518519
3,bot,2,0,1,1,1,25,16,0.64
3,bot,2,1,0,1,2,24,15,0.625
3,bot,2,0,1,0,5,23,21,0.9130434782608695
3,bot,2,1,0,1,-2,23,6,0.2608695652173913
3,bot,2,1,0,0,-5,21,2,0.09523809523809523
3,bot,2,0,0,1,-2,20,7,0.35
3,bot,2,0,0,1,2,20,14,0.7
3,bot,2,0,1,0,-3,20,2,0.1
3,bot,2,0,1,1,0,20,6,0.3
3,bot,2,1,1,0,4,20,14,0.7
3,bot,2,0,1,0,-4,19,0,0.0
3,bot,2,1,1,1,2,19,18,0.9473684210526315
3,bot,2,0,1,1,-1,18,7,0.3888888888888889
3,bot,2,0,0,1,3,17,16,0.9411764705882353
3,bot,2,1,1,1,3,16,14,0.875
3,bot,2,0,0,1,4,15,12,0.8
3,bot,2,1,0,1,3,15,14,0.9333333333333333
3,bot,2,1,0,1,4,15,12,0.8
3,bot,2,0,1,1,2,13,10,0.7692307692307693
3,bot,2,0,1,1,3,13,9,0.6923076923076923
3,bot,2,1,1,1,-2,13,3,0.23076923076923078
3,bot,2,1,1,1,4,13,13,1.0
3,bot,2,1,0,1,-3,12,3,0.25
3,bot,2,1,1,1,-3,12,1,0.08333333333333333
3,bot,2,0,1,1,-2,11,4,0.36363636363636365
3,bot,2,0,0,1,-3,10,2,0.2
3,bot,2,1,1,0,5,9,8,0.8888888888888888
3,bot,2,1,1,0,-5,8,3,0.375
3,bot,2,0,1,0,-5,7,0,0.0
3,bot,2,1,0,1,-4,7,2,0.2857142857142857
3,bot,2,1,0,1,5,7,4,0.5714285714285714
3,bot,2,0,1,1,-3,6,1,0.16666666666666666
3,bot,2,1,1,1,5,5,2,0.4
3,bot,2,0,0,1,-4,4,0,0.0
3,bot,2,0,1,1,5,4,1,0.25
3,bot,2,1,0,1,-5,4,0,0.0
3,bot,2,1,1,1,-5,4,0,0.0
3,bot,2,0,0,1,-5,3,0,0.0
3,bot,2,0,0,1,5,3,3,1.0
3,bot,2,0,1,1,-5,3,0,0.0
3,bot,2,0,1,1,-4,3,1,0.3333333333333333
3,bot,2,0,1,1,4,3,3,1.0
3,bot,2,1,1,1,-4,3,1,0.3333333333333333
3,bot,3,0,0,0,0,401,181,0.4513715710723192
3,bot,3,0,0,0,-1,213,57,0.2676056338028169
3,bot,3,0,0,0,1,172,99,0.5755813953488372
3,bot,3,1,0,0,0,163,69,0.4233128834355828
3,bot,3,0,0,0,-2,128,28,0.21875
3,bot,3,0,0,0,2,128,88,0.6875
3,bot,3,1,0,0,1,100,60,0.6
3,bot,3,0,0,0,-3,96,20,0.20833333333333334
3,bot,3,0,1,0,0,95,34,0.35789473684210527
3,bot,3,1,0,0,-1,86,32,0.37209302325581395
3,bot,3,0,0,0,3,84,62,0.7380952380952381
3,bot,3,1,1,0,1,77,39,0.5064935064935064
3,bot,3,0,1,0,-1,76,23,0.3026315789473684
3,bot,3,0,0,0,-4,74,7,0.0945945945945946
3,bot,3,1,0,0,2,74,53,0.7162162162162162
3,bot,3,1,1,0,0,63,25,0.3968253968253968
3,bot,3,0,1,0,1,62,44,0.7096774193548387
3,bot,3,0,1,0,2,59,49,0.8305084745762712
3,bot,3,1,0,0,-2,56,15,0.26785714285714285
3,bot,3,1,1,0,-1,50,17,0.34
3,bot,3,0,1,0,-2,46,7,0.15217391304347827
3,bot,3,1,0,0,3,43,34,0.7906976744186046
3,bot,3,1,0,0,-3,42,7,0.16666666666666666
3,bot,3,0,0,0,4,39,37,0.9487179487179487
3,bot,3,0,0,1,0,34,17,0.5
3,bot,3,1,0,0,4,33,31,0.9393939393939394
3,bot,3,1,1,0,-2,33,7,0.21212121212121213
3,bot,3,0,0,0,5,31,26,0.8387096774193549
3,bot,3,0,0,0,-5,30,2,0.06666666666666667
3,bot,3,1,1,0,3,30,20,0.6666666666666666
3,bot,3,0,0,1,1,29,15,0.5172413793103449
3,bot,3,1,0,1,0,29,11,0.3793103448275862
3,bot,3,0,1,0,4,28,24,0.8571428571428571
3,bot,3,1,1,0,2,28,19,0.6785714285714286
3,bot,3,1,1,1,0,28,9,0.32142857142857145
3,bot,3,1,1,1,1,26,17,0.6538461538461539
3,bot,3,0,1,1,1,23,16,0.6956521739130435
3,bot,3,0,1,0,3,22,21,0.9545454545454546
3,bot,3,0,1,1,0,22,7,0.3181818181818182
3,bot,3,1,0,0,-4,22,4,0.18181818181818182
3,bot,3,1,0,1,1,22,13,0.5909090909090909
3,bot,3,0,0,1,-1,21,6,0.2857142857142857
3,bot,3,0,1,0,5,18,18,1.0
3,bot,3,1,1,0,-4,18,2,0.1111111111111111
3,bot,3,0,0,1,2,17,10,0.5882352941176471
3,bot,3,1,0,0,5,17,13,0.7647058823529411
3,bot,3,1,1,0,-3,17,2,0.11764705882352941
3,bot,3,0,0,1,3,16,15,0.9375
3,bot,3,0,1,1,2,16,9,0.5625
3,bot,3,1,0,1,-2,16,3,0.1875
3,bot,3,1,0,1,-1,16,3,0.1875
3,bot,3,1,0,1,2,16,11,0.6875
3,bot,3,0,1,0,-3,15,2,0.13333333333333333
3,bot,3,0,0,1,-2,14,3,0.21428571428571427
3,bot,3,0,1,0,-4,14,0,0.0
3,bot,3,1,1,1,2,14,14,1.0
3,bot,3,0,1,1,-2,13,4,0.3076923076923077
3,bot,3,1,1,0,4,13,8,0.6153846153846154
3,bot,3,1,1,1,-1,13,5,0.38461538461538464
3,bot,3,1,1,1,3,13,11,0.8461538461538461
3,bot,3,0,1,1,-1,12,5,0.4166666666666667
3,bot,3,0,1,1,3,12,9,0.75
3,bot,3,1,0,0,-5,11,0,0.0
3,bot,3,0,0,1,4,10,8,0.8
3,bot,3,1,1,1,-2,9,2,0.2222222222222222
3,bot,3,0,0,1,-3,8,2,0.25
3,bot,3,1,0,1,-3,8,3,0.375
3,bot,3,1,0,1,3,8,8,1.0
3,bot,3,0,1,0,-5,7,0,0.0
3,bot,3,1,1,1,-3,7,0,0.0
3,bot,3,1,0,1,-4,6,2,0.3333333333333333
3,bot,3,1,0,1,4,6,4,0.6666666666666666
3,bot,3,1,1,0,5,6,5,0.8333333333333334
3,bot,3,1,1,1,4,6,6,1.0
3,bot,3,0,1,1,-3,5,0,0.0
3,bot,3,0,1,1,5,5,2,0.4
3,bot,3,1,1,1,5,5,2,0.4
3,bot,3,0,1,1,4,4,4,1.0
3,bot,3,1,0,1,-5,4,0,0.0
3,bot,3,1,1,1,-5,4,0,0.0
3,bot,3,0,0,1,-4,3,0,0.0
3,bot,3,0,1,1,-5,3,0,0.0
3,bot,3,0,1,1,-4,3,1,0.3333333333333333
3,bot,3,1,0,1,5,3,3,1.0
3,bot,3,1,1,0,-5,3,1,0.3333333333333333
3,bot,3,1,1,1,-4,2,1,0.5
3,bot,3,0,0,1,5,1,1,1.0
3,top,0,1,0,0,0,313,142,0.4536741214057508
3,top,0,1,0,0,1,159,84,0.5283018867924528
3,top,0,1,0,0,-1,144,34,0.2361111111111111
3,top,0,1,0,0,-2,85,15,0.17647058823529413
3,top,0,1,0,0,2,76,48,0.631578947368421
3,top,0,1,1,0,0,62,29,0.46774193548387094
3,top,0,0,1,0,0,54,17,0.3148148148148148
3,top,0,1,0,0,3,52,40,0.7692307692307693
3,top,0,1,0,0,-3,49,13,0.2653061224489796
3,top,0,1,1,0,-1,45,9,0.2
3,top,0,1,1,0,1,42,19,0.4523809523809524
3,top,0,1,0,0,4,37,34,0.918918918918919
3,top,0,1,0,0,-4,34,3,0.08823529411764706
3,top,0,0,1,0,-1,30,8,0.26666666666666666
3,top,0,0,0,0,-1,28,8,0.2857142857142857
3,top,0,0,1,0,1,23,11,0.4782608695652174
3,top,0,1,0,1,-2,22,3,0.13636363636363635
3,top,0,1,1,0,-2,22,3,0.13636363636363635
3,top,0,1,1,0,3,20,14,0.7
3,top,0,0,1,0,3,18,10,0.5555555555555556
3,top,0,1,0,1,-1,18,3,0.16666666666666666
3,top,0,1,0,1,0,18,4,0.2222222222222222
3,top,0,0,1,0,2,17,12,0.7058823529411765
3,top,0,1,1,0,-3,17,4,0.23529411764705882
3,top,0,1,1,1,-1,17,3,0.17647058823529413
3,top,0,1,1,1,0,17,7,0.4117647058823529
3,top,0,0,0,0,-3,16,1,0.0625
3,top,0,0,0,0,-2,14,5,0.35714285714285715
3,top,0,0,1,0,-2,14,3,0.21428571428571427
3,top,0,1,1,0,2,14,8,0.5714285714285714
3,top,0,0,0,0,-4,13,1,0.07692307692307693
3,top,0,1,0,1,2,13,8,0.6153846153846154
3,top,0,1,0,0,5,12,9,0.75
3,top,0,0,1,1,0,11,5,0.45454545454545453
3,top,0,1,0,1,1,10,5,0.5
3,top,0,1,1,0,4,10,10,1.0
3,top,0,1,1,1,-2,9,0,0.0
3,top,0,0,0,1,0,8,0,0.0
3,top,0,1,1,0,-4,8,1,0.125
3,top,0,1,1,1,1,8,3,0.375
3,top,0,0,0,0,2,7,6,0.8571428571428571
3,top,0,0,0,1,-1,7,1,0.14285714285714285
3,top,0,0,1,1,-1,7,1,0.14285714285714285
3,top,0,1,1,1,-3,7,2,0.2857142857142857
3,top,0,0,1,0,-3,6,1,0.16666666666666666
3,top,0,0,1,0,4,6,5,0.8333333333333334
3,top,0,0,1,1,-3,6,0,0.0
3,top,0,1,0,0,-5,6,1,0.16666666666666666
3,top,0,0,0,0,0,5,2,0.4
3,top,0,0,0,1,-2,5,0,0.0
3,top,0,0,0,1,1,5,4,0.8
3,top,0,0,1,0,-4,5,3,0.6
3,top,0,1,0,1,-3,5,1,0.2
3,top,0,1,1,1,3,5,4,0.8
3,top,0,0,1,1,1,4,2,0.5
3,top,0,1,1,1,2,4,2,0.5
3,top,0,1,1,1,4,4,4,1.0
3,top,0,0,0,0,1,3,1,0.3333333333333333
3,top,0,0,0,1,-3,3,0,0.0
3,top,0,0,1,0,5,3,3,1.0
3,top,0,0,1,1,2,3,3,1.0
3,top,0,1,0,1,3,3,1,0.3333333333333333
3,top,0,1,0,1,4,3,2,0.6666666666666666
3,top,0,0,0,0,-5,2,0,0.0
3,top,0,0,0,0,3,2,2,1.0
3,top,0,0,0,1,2,2,0,0.0
3,top,0,0,1,0,-5,2,0,0.0
3,top,0,0,1,1,-2,2,0,0.0
3,top,0,0,1,1,3,2,2,1.0
3,top,0,1,0,1,-5,2,0,0.0
3,top,0,1,1,0,5,2,2,1.0
3,top,0,1,1,1,-4,2,0,0.0
3,top,0,0,0,1,-5,1,0,0.0
3,top,0,0,0,1,-4,1,0,0.0
3,top,0,0,1,1,-5,1,0,0.0
3,top,0,0,1,1,-4,1,0,0.0
3,top,0,0,1,1,5,1,0,0.0
3,top,0,1,0,1,-4,1,0,0.0
3,top,0,1,0,1,5,1,1,1.0
3,top,0,1,1,0,-5,1,0,0.0
3,top,0,1,1,1,-5,1,0,0.0
3,top,0,1,1,1,5,1,1,1.0
3,top,1,0,0,0,0,858,391,0.4557109557109557
3,top,1,0,0,0,1,372,212,0.5698924731182796
3,top,1,1,0,0,0,371,162,0.4366576819407008
3,top,1,0,0,0,-1,346,127,0.3670520231213873
3,top,1,0,0,0,2,219,154,0.7031963470319634
3,top,1,0,0,0,-2,215,58,0.26976744186046514
3,top,1,1,0,0,1,179,105,0.5865921787709497
3,top,1,1,0,0,-1,163,56,0.34355828220858897
3,top,1,0,0,0,3,138,108,0.782608695652174
3,top,1,0,0,0,-3,135,24,0.17777777777777778
3,top,1,0,1,0,0,115,48,0.41739130434782606
3,top,1,1,0,0,-2,115,31,0.26956521739130435
3,top,1,1,1,0,0,102,39,0.38235294117647056
3,top,1,1,0,0,2,87,58,0.6666666666666666
3,top,1,1,0,0,-3,79,18,0.22784810126582278
3,top,1,1,0,0,3,72,53,0.7361111111111112
3,top,1,0,1,0,-1,69,18,0.2608695652173913
3,top,1,0,0,0,-4,68,9,0.1323529411764706
3,top,1,1,1,0,-1,67,21,0.31343283582089554
3,top,1,0,0,0,4,61,53,0.8688524590163934
3,top,1,1,1,0,1,50,26,0.52
3,top,1,1,0,1,0,48,17,0.3541666666666667
3,top,1,0,1,0,1,46,21,0.45652173913043476
3,top,1,1,1,0,-2,46,5,0.10869565217391304
3,top,1,0,0,0,-5,43,4,0.09302325581395349
3,top,1,1,0,0,-4,40,5,0.125
3,top,1,1,1,0,2,38,23,0.6052631578947368
3,top,1,0,0,1,0,37,7,0.1891891891891892
3,top,1,1,0,0,4,37,32,0.8648648648648649
3,top,1,1,1,0,-3,35,6,0.17142857142857143
3,top,1,0,1,0,-2,33,6,0.18181818181818182
3,top,1,1,0,1,-1,32,10,0.3125
3,top,1,1,0,1,1,32,11,0.34375
3,top,1,0,0,0,5,30,27,0.9
3,top,1,1,1,1,-1,30,13,0.43333333333333335
3,top,1,0,0,1,-1,29,12,0.41379310344827586
3,top,1,0,1,0,2,29,17,0.5862068965517241
3,top,1,0,1,1,0,29,12,0.41379310344827586
3,top,1,0,1,0,-3,27,7,0.25925925925925924
3,top,1,1,0,1,-2,26,7,0.2692307692307692
3,top,1,1,1,1,0,26,10,0.38461538461538464
3,top,1,1,1,0,3,25,15,0.6
3,top,1,0,1,1,-1,24,7,0.2916666666666667
3,top,1,1,1,1,1,23,7,0.30434782608695654
3,top,1,1,0,0,5,17,14,0.8235294117647058
3,top,1,1,1,0,-4,17,3,0.17647058823529413
3,top,1,1,1,1,-3,17,4,0.23529411764705882
3,top,1,1,0,1,2,16,13,0.8125
3,top,1,1,1,0,4,16,13,0.8125
3,top,1,1,1,1,-2,16,2,0.125
3,top,1,0,0,1,-2,15,4,0.26666666666666666
3,top,1,0,1,1,1,15,6,0.4
3,top,1,1,0,1,3,15,8,0.5333333333333333
3,top,1,0,0,1,1,13,6,0.46153846153846156
3,top,1,0,1,0,3,13,8,0.6153846153846154
3,top,1,1,0,1,-3,13,3,0.23076923076923078
3,top,1,0,1,0,-4,12,3,0.25
3,top,1,0,1,1,-3,12,1,0.08333333333333333
3,top,1,0,1,1,-2,12,1,0.08333333333333333
3,top,1,1,0,0,-5,10,3,0.3
3,top,1,1,0,1,-4,10,0,0.0
3,top,1,1,1,1,3,10,8,0.8
3,top,1,0,1,0,-5,9,1,0.1111111111111111
3,top,1,1,1,0,-5,9,0,0.0
3,top,1,0,0,1,2,8,6,0.75
3,top,1,0,0,1,-3,7,0,0.0
3,top,1,0,1,1,3,7,6,0.8571428571428571
3,top,1,1,1,1,-4,7,1,0.14285714285714285
3,top,1,0,1,0,4,6,5,0.8333333333333334
3,top,1,1,1,0,5,6,6,1.0
3,top,1,1,1,1,-5,6,0,0.0
3,top,1,1,1,1,2,6,2,0.3333333333333333
3,top,1,1,1,1,4,6,6,1.0
3,top,1,0,0,1,3,5,4,0.8
3,top,1,0,1,1,2,5,5,1.0
3,top,1,1,0,1,-5,5,0,0.0
3,top,1,0,0,1,-4,4,1,0.25
3,top,1,0,1,0,5,4,3,0.75
3,top,1,1,0,1,4,4,4,1.0
3,top,1,1,0,1,5,3,2,0.6666666666666666
3,top,1,0,0,1,-5,2,0,0.0
3,top,1,0,1,1,-5,2,0,0.0
3,top,1,0,1,1,-4,2,0,0.0
3,top,1,1,1,1,5,2,2,1.0
3,top,1,0,0,1,4,1,0,0.0
3,top,1,0,0,1,5,1,1,1.0
3,top,1,0,1,1,4,1,1,1.0
3,top,1,0,1,1,5,1,1,1.0
3,top,2,0,0,0,0,628,302,0.48089171974522293
3,top,2,1,0,0,0,350,175,0.5
3,top,2,0,0,0,1,280,170,0.6071428571428571
3,top,2,0,0,0,-1,276,101,0.36594202898550726
3,top,2,1,0,0,-1,180,70,0.3888888888888889
3,top,2,0,0,0,-2,175,46,0.26285714285714284
3,top,2,1,0,0,1,173,107,0.6184971098265896
3,top,2,0,0,0,2,158,114,0.7215189873417721
3,top,2,1,1,0,0,133,58,0.43609022556390975
3,top,2,1,0,0,-2,117,35,0.29914529914529914
3,top,2,0,0,0,-3,116,21,0.1810344827586207
3,top,2,0,1,0,0,112,55,0.49107142857142855
3,top,2,1,1,0,-1,100,32,0.32
3,top,2,0,0,0,3,93,76,0.8172043010752689
3,top,2,0,1,0,-1,93,28,0.3010752688172043
3,top,2,0,0,0,-4,78,10,0.1282051282051282
3,top,2,1,0,0,-3,78,16,0.20512820512820512
3,top,2,1,0,0,2,77,51,0.6623376623376623
3,top,2,1,1,0,-2,72,16,0.2222222222222222
3,top,2,0,0,1,0,71,34,0.4788732394366197
3,top,2,1,0,1,0,71,30,0.4225352112676056
3,top,2,1,0,0,3,65,52,0.8
3,top,2,1,1,0,1,63,40,0.6349206349206349
3,top,2,1,0,0,-4,58,11,0.1896551724137931
3,top,2,0,1,0,-2,57,18,0.3157894736842105
3,top,2,0,1,0,1,50,31,0.62
3,top,2,0,0,0,4,47,43,0.9148936170212766
3,top,2,1,1,0,-3,46,13,0.2826086956521739
3,top,2,1,0,1,-1,45,9,0.2
3,top,2,1,1,0,2,44,33,0.75
3,top,2,1,1,1,0,43,21,0.4883720930232558
3,top,2,0,1,0,-3,41,6,0.14634146341463414
3,top,2,0,0,1,-1,40,14,0.35
3,top,2,0,0,0,-5,39,3,0.07692307692307693
3,top,2,1,1,1,-1,39,15,0.38461538461538464
3,top,2,1,0,1,1,36,21,0.5833333333333334
3,top,2,0,1,0,2,34,19,0.5588235294117647
3,top,2,0,1,0,-4,30,3,0.1
3,top,2,1,0,1,-2,29,3,0.10344827586206896
3,top,2,1,1,0,-4,29,5,0.1724137931034483
3,top,2,1,1,0,3,28,21,0.75
3,top,2,1,1,1,1,26,12,0.46153846153846156
3,top,2,1,0,0,-5,25,3,0.12
3,top,2,1,1,1,-2,24,5,0.20833333333333334
3,top,2,0,0,0,5,23,22,0.9565217391304348
3,top,2,0,1,1,0,23,18,0.782608695652174
3,top,2,1,0,1,-3,23,2,0.08695652173913043
3,top,2,0,0,1,1,22,17,0.7727272727272727
3,top,2,1,0,0,4,22,21,0.9545454545454546
3,top,2,1,0,1,2,22,18,0.8181818181818182
3,top,2,1,1,1,-3,21,5,0.23809523809523808
3,top,2,0,1,1,-1,19,5,0.2631578947368421
3,top,2,0,0,1,-2,18,5,0.2777777777777778
3,top,2,0,0,1,-3,17,3,0.17647058823529413
3,top,2,0,1,1,1,16,12,0.75
3,top,2,0,0,1,2,15,10,0.6666666666666666
3,top,2,0,1,0,3,15,12,0.8
3,top,2,0,1,0,-5,14,3,0.21428571428571427
3,top,2,1,0,0,5,14,13,0.9285714285714286
3,top,2,1,1,0,-5,14,1,0.07142857142857142
3,top,2,1,1,0,4,14,12,0.8571428571428571
3,top,2,1,1,1,2,14,8,0.5714285714285714
3,top,2,1,0,1,3,13,9,0.6923076923076923
3,top,2,1,1,1,3,13,10,0.7692307692307693
3,top,2,0,0,1,-4,11,3,0.2727272727272727
3,top,2,0,1,1,-2,11,2,0.18181818181818182
3,top,2,1,1,1,-4,10,1,0.1
3,top,2,0,1,0,4,8,7,0.875
3,top,2,0,0,1,3,7,5,0.7142857142857143
3,top,2,0,1,1,-3,7,0,0.0
3,top,2,0,1,1,2,7,4,0.5714285714285714
3,top,2,1,0,1,-4,7,1,0.14285714285714285
3,top,2,1,1,0,5,7,7,1.0
3,top,2,0,1,1,-4,6,3,0.5
3,top,2,0,1,1,3,6,6,1.0
3,top,2,1,0,1,-5,6,2,0.3333333333333333
3,top,2,1,0,1,4,6,5,0.8333333333333334
3,top,2,0,1,0,5,5,4,0.8
3,top,2,1,1,1,-5,5,0,0.0
3,top,2,1,1,1,4,5,5,1.0
3,top,2,0,1,1,4,3,3,1.0
3,top,2,0,1,1,5,3,3,1.0
3,top,2,1,0,1,5,3,2,0.6666666666666666
3,top,2,0,0,1,4,2,2,1.0
3,top,2,0,0,1,5,2,2,1.0
3,top,2,0,1,1,-5,2,0,0.0
3,top,2,0,0,1,-5,1,0,0.0
3,top,2,1,1,1,5,1,1,1.0
3,top,3,0,0,0,0,476,220,0.46218487394957986
3,top,3,0,0,0,-1,216,79,0.36574074074074076
3,top,3,0,0,0,1,209,130,0.6220095693779905
3,top,3,1,0,0,0,196,101,0.5153061224489796
3,top,3,0,0,0,-2,135,35,0.25925925925925924
3,top,3,0,0,0,2,123,92,0.7479674796747967
3,top,3,1,0,0,-1,111,48,0.43243243243243246
3,top,3,0,1,0,0,107,59,0.5514018691588785
3,top,3,0,0,0,-3,96,20,0.20833333333333334
3,top,3,1,0,0,1,96,61,0.6354166666666666
3,top,3,1,1,0,0,82,39,0.47560975609756095
3,top,3,0,1,0,-1,72,27,0.375
3,top,3,0,0,0,3,67,56,0.835820895522388
3,top,3,1,1,0,-1,66,25,0.3787878787878788
3,top,3,1,0,0,-2,60,19,0.31666666666666665
3,top,3,0,0,1,0,54,26,0.48148148148148145
3,top,3,0,1,0,-2,54,23,0.42592592592592593
3,top,3,0,0,0,-4,52,5,0.09615384615384616
3,top,3,1,1,0,-2,50,13,0.26
3,top,3,1,0,0,-3,47,8,0.1702127659574468
3,top,3,0,1,0,1,42,27,0.6428571428571429
3,top,3,1,0,0,-4,41,9,0.21951219512195122
3,top,3,1,1,0,1,41,29,0.7073170731707317
3,top,3,0,0,0,4,39,36,0.9230769230769231
3,top,3,0,1,0,-3,36,7,0.19444444444444445
3,top,3,0,0,1,-1,34,11,0.3235294117647059
3,top,3,1,0,0,2,34,23,0.6764705882352942
3,top,3,1,0,0,3,34,28,0.8235294117647058
3,top,3,1,1,0,-3,32,10,0.3125
3,top,3,0,1,0,2,29,16,0.5517241379310345
3,top,3,1,0,1,-1,29,7,0.2413793103448276
3,top,3,1,0,1,0,29,16,0.5517241379310345
3,top,3,0,0,0,-5,28,2,0.07142857142857142
3,top,3,0,1,0,-4,28,2,0.07142857142857142
3,top,3,1,1,0,2,26,24,0.9230769230769231
3,top,3,1,1,1,0,25,16,0.64
3,top,3,0,1,1,0,23,15,0.6521739130434783
3,top,3,1,1,1,-1,23,9,0.391304347826087
3,top,3,1,0,1,1,22,17,0.7727272727272727
3,top,3,1,1,0,-4,20,4,0.2
3,top,3,0,0,0,5,18,16,0.8888888888888888
3,top,3,0,0,1,1,17,12,0.7058823529411765
3,top,3,0,1,0,-5,17,4,0.23529411764705882
3,top,3,0,1,0,3,17,14,0.8235294117647058
3,top,3,1,0,1,-2,17,3,0.17647058823529413
3,top,3,1,1,0,3,17,15,0.8823529411764706
3,top,3,0,0,1,-2,15,4,0.26666666666666666
3,top,3,0,1,1,-1,15,7,0.4666666666666667
3,top,3,0,1,1,1,14,9,0.6428571428571429
3,top,3,1,0,0,4,14,13,0.9285714285714286
3,top,3,1,1,1,-2,13,2,0.15384615384615385
3,top,3,1,1,1,1,13,7,0.5384615384615384
3,top,3,0,0,1,-3,12,3,0.25
3,top,3,1,0,1,2,12,11,0.9166666666666666
3,top,3,0,0,1,-4,11,3,0.2727272727272727
3,top,3,0,0,1,2,11,7,0.6363636363636364
3,top,3,0,1,1,-3,11,0,0.0
3,top,3,1,1,1,-3,11,5,0.45454545454545453
3,top,3,0,1,0,4,10,10,1.0
3,top,3,1,0,0,-5,10,0,0.0
3,top,3,1,1,0,4,10,8,0.8
3,top,3,1,1,1,2,10,5,0.5
3,top,3,0,1,1,3,9,9,1.0
3,top,3,1,0,0,5,9,8,0.8888888888888888
3,top,3,1,0,1,-3,9,0,0.0
3,top,3,1,1,0,-5,9,1,0.1111111111111111
3,top,3,0,1,1,-2,8,2,0.25
3,top,3,0,0,1,3,7,5,0.7142857142857143
3,top,3,1,0,1,3,7,4,0.5714285714285714
3,top,3,1,1,1,3,7,4,0.5714285714285714
3,top,3,0,1,1,2,6,3,0.5
3,top,3,1,0,1,-4,6,1,0.16666666666666666
3,top,3,1,1,1,-4,6,0,0.0
3,top,3,0,0,1,5,4,4,1.0
3,top,3,1,0,1,4,4,3,0.75
3,top,3,0,1,1,-4,3,1,0.3333333333333333
3,top,3,1,0,1,-5,3,1,0.3333333333333333
3,top,3,1,1,0,5,3,3,1.0
3,top,3,1,1,1,4,3,3,1.0
3,top,3,0,0,1,-5,2,0,0.0
3,top,3,0,1,0,5,2,1,0.5
3,top,3,0,1,1,-5,2,1,0.5
3,top,3,0,1,1,4,2,2,1.0
3,top,3,0,1,1,5,2,2,1.0
3,top,3,1,1,1,-5,2,0,0.0
3,top,3,0,0,1,4,1,1,1.0
3,top,3,1,1,1,5,1,1,1.0
4,bot,0,1,0,0,0,209,114,0.5454545454545454
4,bot,0,1,0,0,-1,151,59,0.39072847682119205
4,bot,0,1,0,0,1,135,98,0.725925925925926
4,bot,0,1,0,0,-2,104,39,0.375
4,bot,0,1,0,0,2,93,71,0.7634408602150538
4,bot,0,1,0,0,-3,70,21,0.3
4,bot,0,1,0,0,3,62,54,0.8709677419354839
4,bot,0,1,0,0,-4,59,8,0.13559322033898305
4,bot,0,1,1,0,0,59,42,0.711864406779661
4,bot,0,0,1,0,0,51,30,0.5882352941176471
4,bot,0,1,1,0,-1,40,20,0.5
4,bot,0,1,0,0,4,38,34,0.8947368421052632
4,bot,0,1,1,0,-2,37,14,0.3783783783783784
4,bot,0,1,1,0,1,33,25,0.7575757575757576
4,bot,0,1,0,0,-5,32,2,0.0625
4,bot,0,0,0,0,2,30,23,0.7666666666666667
4,bot,0,0,1,0,1,29,23,0.7931034482758621
4,bot,0,1,1,0,2,29,23,0.7931034482758621
4,bot,0,0,1,0,-1,28,11,0.39285714285714285
4,bot,0,0,1,0,2,26,24,0.9230769230769231
4,bot,0,0,0,0,0,23,11,0.4782608695652174
4,bot,0,0,0,0,1,23,13,0.5652173913043478
4,bot,0,0,0,0,3,22,18,0.8181818181818182
4,bot,0,0,1,0,3,21,19,0.9047619047619048
4,bot,0,1,0,1,0,20,13,0.65
4,bot,0,1,1,0,-3,20,7,0.35
4,bot,0,1,0,0,5,19,17,0.8947368421052632
4,bot,0,1,1,0,3,19,18,0.9473684210526315
4,bot,0,1,1,0,-4,17,4,0.23529411764705882
4,bot,0,0,0,0,-2,16,5,0.3125
4,bot,0,0,0,0,-1,16,7,0.4375
4,bot,0,1,1,0,-5,15,1,0.06666666666666667
4,bot,0,1,1,1,-2,15,9,0.6
4,bot,0,1,1,1,1,15,14,0.9333333333333333
4,bot,0,1,0,1,-1,14,7,0.5
4,bot,0,1,1,1,0,14,11,0.7857142857142857
4,bot,0,0,1,0,-2,12,5,0.4166666666666667
4,bot,0,1,0,1,1,12,9,0.75
4,bot,0,1,1,1,2,11,10,0.9090909090909091
4,bot,0,0,1,0,-4,10,3,0.3
4,bot,0,1,1,0,4,10,9,0.9
4,bot,0,1,1,1,-3,10,5,0.5
4,bot,0,0,0,0,-3,9,0,0.0
4,bot,0,0,0,0,4,9,7,0.7777777777777778
4,bot,0,0,1,0,4,9,9,1.0
